分拣中心,日期,预测货量,预测货量(取整)
SC7,2024/5/9,43074.76894,43074
SC7,2024/5/10,43077.43716,43077
SC7,2024/5/11,43079.53849,43079
SC60,2024/4/12,61326.62579,61326
SC60,2024/4/13,61180.2055,61180
SC60,2024/4/14,61045.72895,61045
SC60,2024/4/15,60922.25483,60922
SC60,2024/4/16,60808.91515,60808
SC60,2024/4/17,60704.90732,60704
SC60,2024/4/18,60609.48226,60609
SC60,2024/4/19,60521.95628,60521
SC60,2024/4/20,60441.69126,60441
SC60,2024/4/21,60368.10063,60368
SC60,2024/4/22,60300.63942,60300
SC60,2024/4/23,60238.81021,60238
SC60,2024/4/24,60182.15325,60182
SC60,2024/4/25,60130.24049,60130
SC60,2024/4/26,60082.68154,60082
SC60,2024/4/27,60039.1197,60039
SC60,2024/4/28,59999.22004,59999
SC60,2024/4/29,59962.68135,59962
SC60,2024/4/30,59929.22026,59929
SC60,2024/5/1,59898.58706,59898
SC60,2024/5/2,59870.538,59870
SC60,2024/5/3,59844.85906,59844
SC60,2024/5/4,59821.35405,59821
SC60,2024/5/5,59799.84066,59799
SC60,2024/5/6,59780.14845,59780
SC60,2024/5/7,59762.12286,59762
SC60,2024/5/8,59745.6311,59745
SC60,2024/5/9,59730.53844,59730
SC60,2024/5/10,59716.72595,59716
SC60,2024/5/11,59704.08465,59704
SC10,2024/4/12,39354.12345,39354
SC10,2024/4/13,39292.58597,39292
SC10,2024/4/14,39233.26147,39233
SC10,2024/4/15,39176.03217,39176
SC10,2024/4/16,39120.79264,39120
SC10,2024/4/17,39067.43332,39067
SC10,2024/4/18,39015.86383,39015
SC10,2024/4/19,38965.99241,38965
SC10,2024/4/20,38917.74101,38917
SC10,2024/4/21,38871.03021,38871
SC10,2024/4/22,38825.78468,38825
SC10,2024/4/23,38781.94143,38781
SC10,2024/4/24,38739.43337,38739
SC10,2024/4/25,38698.20571,38698
SC10,2024/4/26,38658.19957,38658
SC10,2024/4/27,38619.36154,38619
SC10,2024/4/28,38581.64096,38581
SC10,2024/4/29,38544.98852,38544
SC10,2024/4/30,38509.36451,38509
SC10,2024/5/1,38474.72786,38474
SC10,2024/5/2,38441.03336,38441
SC10,2024/5/3,38408.25089,38408
SC10,2024/5/4,38376.34211,38376
SC10,2024/5/5,38345.27142,38345
SC10,2024/5/6,38315.01278,38315
SC10,2024/5/7,38285.52924,38285
SC10,2024/5/8,38256.79477,38256
SC10,2024/5/9,38228.78198,38228
SC10,2024/5/10,38201.46486,38201
SC10,2024/5/11,38174.81601,38174
SC35,2024/4/12,29959.34824,29959
SC35,2024/4/13,30178.11379,30178
SC35,2024/4/14,30370.70168,30370
SC35,2024/4/15,30539.53506,30539
SC35,2024/4/16,30686.98545,30686
SC35,2024/4/17,30815.32929,30815
SC35,2024/4/18,30926.70936,30926
SC35,2024/4/19,31023.11356,31023
SC35,2024/4/20,31106.36417,31106
SC35,2024/4/21,31178.11297,31178
SC35,2024/4/22,31239.83795,31239
SC35,2024/4/23,31292.86219,31292
SC35,2024/4/24,31338.35299,31338
SC35,2024/4/25,31377.33503,31377
SC35,2024/4/26,31410.70593,31410
SC35,2024/4/27,31439.25183,31439
SC35,2024/4/28,31463.65066,31463
SC35,2024/4/29,31484.49425,31484
SC35,2024/4/30,31502.29005,31502
SC35,2024/5/1,31517.4766,31517
SC35,2024/5/2,31530.43263,31530
SC35,2024/5/3,31541.48194,31541
SC35,2024/5/4,31550.90161,31550
SC35,2024/5/5,31558.93017,31558
SC35,2024/5/6,31565.77256,31565
SC35,2024/5/7,31571.60175,31571
SC35,2024/5/8,31576.56857,31576
SC35,2024/5/9,31580.79844,31580
SC35,2024/5/10,31584.40285,31584
SC35,2024/5/11,31587.47033,31587
SC3,2024/4/12,12664.56133,12664
SC3,2024/4/13,12664.16001,12664
SC3,2024/4/14,12663.79177,12663
SC3,2024/4/15,12663.45323,12663
SC3,2024/4/16,12663.14354,12663
SC3,2024/4/17,12662.8593,12662
SC3,2024/4/18,12662.59882,12662
SC3,2024/4/19,12662.35955,12662
SC3,2024/4/20,12662.1398,12662
SC3,2024/4/21,12661.93871,12661
SC3,2024/4/22,12661.75459,12661
SC3,2024/4/23,12661.58574,12661
SC3,2024/4/24,12661.43047,12661
SC3,2024/4/25,12661.28793,12661
SC3,2024/4/26,12661.15726,12661
SC3,2024/4/27,12661.03763,12661
SC3,2024/4/28,12660.92733,12660
SC3,2024/4/29,12660.82636,12660
SC3,2024/4/30,12660.73388,12660
SC3,2024/5/1,12660.64903,12660
SC3,2024/5/2,12660.57097,12660
SC3,2024/5/3,12660.4997,12660
SC3,2024/5/4,12660.43521,12660
SC3,2024/5/5,12660.37497,12660
SC3,2024/5/6,12660.31982,12660
SC3,2024/5/7,12660.26891,12660
SC3,2024/5/8,12660.2231,12660
SC3,2024/5/9,12660.18067,12660
SC3,2024/5/10,12660.14164,12660
SC3,2024/5/11,12660.10601,12660
SC30,2024/4/12,4051.41611,4051
SC30,2024/4/13,4255.509137,4255
SC30,2024/4/14,4388.506121,4388
SC30,2024/4/15,4475.003967,4475
SC30,2024/4/16,4531.181311,4531
SC30,2024/4/17,4567.630303,4567
SC30,2024/4/18,4591.263837,4591
SC30,2024/4/19,4606.581367,4606
SC30,2024/4/20,4616.506145,4616
SC30,2024/4/21,4622.935557,4622
SC30,2024/4/22,4627.09962,4627
SC30,2024/4/23,4629.796943,4629
SC30,2024/4/24,4631.543963,4631
SC30,2024/4/25,4632.675123,4632
SC30,2024/4/26,4633.40764,4633
SC30,2024/4/27,4633.882223,4633
SC30,2024/4/28,4634.189585,4634
SC30,2024/4/29,4634.388622,4634
SC30,2024/4/30,4634.5174,4634
SC30,2024/5/1,4634.600537,4634
SC30,2024/5/2,4634.654321,4634
SC30,2024/5/3,4634.689356,4634
SC30,2024/5/4,4634.712271,4634
SC30,2024/5/5,4634.726853,4634
SC30,2024/5/6,4634.736133,4634
SC30,2024/5/7,4634.742193,4634
SC30,2024/5/8,4634.746359,4634
SC30,2024/5/9,4634.749389,4634
SC30,2024/5/10,4634.750904,4634
SC30,2024/5/11,4634.75223,4634
SC55,2024/4/12,3601.828556,3601
SC55,2024/4/13,3743.789644,3743
SC55,2024/4/14,3808.160913,3808
SC55,2024/4/15,3837.333968,3837
SC55,2024/4/16,3850.551529,3850
SC55,2024/4/17,3856.539297,3856
SC55,2024/4/18,3859.251562,3859
SC55,2024/4/19,3860.480216,3860
SC55,2024/4/20,3861.036602,3861
SC55,2024/4/21,3861.288671,3861
SC55,2024/4/22,3861.402903,3861
SC55,2024/4/23,3861.454654,3861
SC55,2024/4/24,3861.478012,3861
SC55,2024/4/25,3861.488577,3861
SC55,2024/4/26,3861.493447,3861
SC55,2024/4/27,3861.495593,3861
SC55,2024/4/28,3861.496666,3861
SC55,2024/4/29,3861.497161,3861
SC55,2024/4/30,3861.497326,3861
SC55,2024/5/1,3861.497409,3861
SC55,2024/5/2,3861.497491,3861
SC55,2024/5/3,3861.497491,3861
SC55,2024/5/4,3861.497491,3861
SC55,2024/5/5,3861.497491,3861
SC55,2024/5/6,3861.497491,3861
SC55,2024/5/7,3861.497491,3861
SC55,2024/5/8,3861.497491,3861
SC55,2024/5/9,3861.497491,3861
SC55,2024/5/10,3861.497491,3861
SC55,2024/5/11,3861.497491,3861
SC6,2024/4/12,27646.85523,27646
SC6,2024/4/13,27230.31265,27230
SC6,2024/4/14,26871.7884,26871
SC6,2024/4/15,26563.14194,26563
SC6,2024/4/16,26297.4215,26297
SC6,2024/4/17,26068.66551,26068
SC6,2024/4/18,25871.75203,25871
SC6,2024/4/19,25702.26888,25702
SC6,2024/4/20,25556.41663,25556
SC6,2024/4/21,25430.92073,25430
SC6,2024/4/22,25322.95433,25322
SC6,2024/4/23,25230.08175,25230
SC6,2024/4/24,25150.20311,25150
SC6,2024/4/25,25081.51115,25081
SC6,2024/4/26,25022.44535,25022
SC6,2024/4/27,24971.65954,24971
SC6,2024/4/28,24927.99891,24927
SC6,2024/4/29,24890.46604,24890
SC6,2024/4/30,24858.20257,24858
SC6,2024/5/1,24830.47197,24830
SC6,2024/5/2,24806.63632,24806
SC6,2024/5/3,24786.15047,24786
SC6,2024/5/4,24768.54495,24768
SC6,2024/5/5,24753.4156,24753
SC6,2024/5/6,24740.41326,24740
SC6,2024/5/7,24729.23957,24729
SC6,2024/5/8,24719.63823,24719
SC6,2024/5/9,24711.3869,24711
SC6,2024/5/10,24704.29763,24704
SC6,2024/5/11,24698.20539,24698
SC22,2024/4/12,9595.497659,9595
SC22,2024/4/13,9612.022469,9612
SC22,2024/4/14,9627.623859,9627
SC22,2024/4/15,9642.350391,9642
SC22,2024/4/16,9656.24759,9656
SC22,2024/4/17,9669.359466,9669
SC22,2024/4/18,9681.72699,9681
SC22,2024/4/19,9693.391517,9693
SC22,2024/4/20,9704.390606,9704
SC22,2024/4/21,9714.760297,9714
SC22,2024/4/22,9724.535114,9724
SC22,2024/4/23,9733.747306,9733
SC22,2024/4/24,9742.427981,9742
SC22,2024/4/25,9750.606353,9750
SC22,2024/4/26,9758.310874,9758
SC22,2024/4/27,9765.568102,9765
SC22,2024/4/28,9772.403077,9772
SC22,2024/4/29,9778.840078,9778
SC22,2024/4/30,9784.901109,9784
SC22,2024/5/1,9790.607418,9790
SC22,2024/5/2,9795.979868,9795
SC22,2024/5/3,9801.036672,9801
SC22,2024/5/4,9805.797177,9805
SC22,2024/5/5,9810.278076,9810
SC22,2024/5/6,9814.494545,9814
SC22,2024/5/7,9818.462518,9818
SC22,2024/5/8,9822.19679,9822
SC22,2024/5/9,9825.709882,9825
SC22,2024/5/10,9829.015071,9829
SC22,2024/5/11,9832.125258,9832
SC56,2024/4/12,1944.286316,1944
SC56,2024/4/13,2004.631441,2004
SC56,2024/4/14,2050.767154,2050
SC56,2024/4/15,2085.812172,2085
SC56,2024/4/16,2112.299711,2112
SC56,2024/4/17,2132.242279,2132
SC56,2024/4/18,2147.213011,2147
SC56,2024/4/19,2158.426489,2158
SC56,2024/4/20,2166.811494,2166
SC56,2024/4/21,2173.073717,2173
SC56,2024/4/22,2177.745971,2177
SC56,2024/4/23,2181.229582,2181
SC56,2024/4/24,2183.825458,2183
SC56,2024/4/25,2185.759222,2185
SC56,2024/4/26,2187.199197,2187
SC56,2024/4/27,2188.271282,2188
SC56,2024/4/28,2189.069321,2189
SC56,2024/4/29,2189.663297,2189
SC56,2024/4/30,2190.10532,2190
SC56,2024/5/1,2190.434358,2190
SC56,2024/5/2,2190.679235,2190
SC56,2024/5/3,2190.861509,2190
SC56,2024/5/4,2190.996975,2190
SC56,2024/5/5,2191.097854,2191
SC56,2024/5/6,2191.172677,2191
SC56,2024/5/7,2191.228593,2191
SC56,2024/5/8,2191.270213,2191
SC56,2024/5/9,2191.301226,2191
SC56,2024/5/10,2191.324169,2191
SC56,2024/5/11,2191.341347,2191
SC25,2024/4/12,45437.61583,45437
SC25,2024/4/13,45143.26854,45143
SC25,2024/4/14,44899.78642,44899
SC25,2024/4/15,44697.67603,44697
SC25,2024/4/16,44529.43549,44529
SC25,2024/4/17,44389.06792,44389
SC25,2024/4/18,44271.73388,44271
SC25,2024/4/19,44173.5033,44173
SC25,2024/4/20,44091.15834,44091
SC25,2024/4/21,44022.05776,44022
SC25,2024/4/22,43964.02244,43964
SC25,2024/4/23,43915.24419,43915
SC25,2024/4/24,43874.2201,43874
SC25,2024/4/25,43839.69842,43839
SC25,2024/4/26,43810.63837,43810
SC25,2024/4/27,43786.16869,43786
SC25,2024/4/28,43765.55383,43765
SC25,2024/4/29,43748.18436,43748
SC25,2024/4/30,43733.54622,43733
SC25,2024/5/1,43721.20805,43721
SC25,2024/5/2,43710.80417,43710
SC25,2024/5/3,43702.03358,43702
SC25,2024/5/4,43694.63767,43694
SC25,2024/5/5,43688.40128,43688
SC25,2024/5/6,43683.14104,43683
SC25,2024/5/7,43678.70434,43678
SC25,2024/5/8,43674.96293,43674
SC25,2024/5/9,43671.80658,43671
SC25,2024/5/10,43669.14414,43669
SC25,2024/5/11,43666.89823,43666
