分拣中心,日期,小时,预测货量
SC37,2023-12-01,24,67.19927904009819
SC20,2023-12-01,1,-4.223670832812786
SC20,2023-12-01,2,-4.223670832812786
SC20,2023-12-01,3,-4.223670832812786
SC20,2023-12-01,4,-4.223670832812786
SC20,2023-12-01,5,-4.223670832812786
SC20,2023-12-01,6,-4.223670832812786
SC20,2023-12-01,7,-4.223670832812786
SC20,2023-12-01,8,-4.223670832812786
SC20,2023-12-01,9,-4.223670832812786
SC20,2023-12-01,10,-4.223670832812786
SC20,2023-12-01,11,-4.223670832812786
SC20,2023-12-01,12,-4.223670832812786
SC20,2023-12-01,13,-4.223670832812786
SC20,2023-12-01,14,-4.223670832812786
SC20,2023-12-01,15,-4.223670832812786
SC20,2023-12-01,16,-4.223670832812786
SC20,2023-12-01,17,-4.223670832812786
SC20,2023-12-01,18,-4.223670832812786
SC20,2023-12-01,19,-4.223670832812786
SC20,2023-12-01,20,-4.223670832812786
SC20,2023-12-01,21,-4.223670832812786
SC20,2023-12-01,22,-4.223670832812786
SC20,2023-12-01,23,-4.223670832812786
SC20,2023-12-01,24,-4.223670832812786
SC46,2023-12-01,1,23.809563506394625
SC46,2023-12-01,2,23.809563506394625
SC46,2023-12-01,3,23.809563506394625
SC46,2023-12-01,4,23.809563506394625
SC46,2023-12-01,5,23.809563506394625
SC46,2023-12-01,6,23.809563506394625
SC46,2023-12-01,7,23.809563506394625
SC46,2023-12-01,8,23.809563506394625
SC46,2023-12-01,9,23.809563506394625
SC46,2023-12-01,10,23.809563506394625
SC46,2023-12-01,11,23.809563506394625
SC46,2023-12-01,12,23.809563506394625
SC46,2023-12-01,13,23.809563506394625
SC46,2023-12-01,14,23.809563506394625
SC46,2023-12-01,15,23.809563506394625
SC46,2023-12-01,16,23.809563506394625
SC46,2023-12-01,17,23.809563506394625
SC46,2023-12-01,18,23.809563506394625
SC46,2023-12-01,19,23.809563506394625
SC46,2023-12-01,20,23.809563506394625
SC46,2023-12-01,21,23.809563506394625
SC46,2023-12-01,22,23.809563506394625
SC46,2023-12-01,23,23.809563506394625
SC46,2023-12-01,24,23.809563506394625
