分拣中心,日期,小时,货量
SC23,2023-12-07,9,217.43878
SC23,2023-12-07,10,217.43878
SC23,2023-12-07,11,217.43878
SC23,2023-12-07,12,217.43878
SC23,2023-12-07,13,217.43878
SC23,2023-12-07,14,217.43878
SC23,2023-12-07,15,217.43878
SC23,2023-12-07,16,217.43878
SC23,2023-12-07,17,217.43878
SC23,2023-12-07,18,217.43878
SC23,2023-12-07,19,217.43878
SC23,2023-12-07,20,217.43878
SC23,2023-12-07,21,217.43878
SC23,2023-12-07,22,217.43878
SC23,2023-12-07,23,217.43878
SC23,2023-12-08,0,217.43878
SC23,2023-12-08,1,217.43878
SC23,2023-12-08,2,217.43878
SC23,2023-12-08,3,217.43878
SC23,2023-12-08,4,217.43878
SC23,2023-12-08,5,217.43878
SC23,2023-12-08,6,217.43878
SC23,2023-12-08,7,217.43878
SC23,2023-12-08,8,217.43878
SC23,2023-12-08,9,217.43878
SC23,2023-12-08,10,217.43878
SC23,2023-12-08,11,217.43878
SC23,2023-12-08,12,217.43878
SC23,2023-12-08,13,217.43878
SC23,2023-12-08,14,217.43878
SC23,2023-12-08,15,217.43878
SC23,2023-12-08,16,217.43878
SC23,2023-12-08,17,217.43878
SC23,2023-12-08,18,217.43878
SC23,2023-12-08,19,217.43878
SC23,2023-12-08,20,217.43878
SC23,2023-12-08,21,217.43878
SC23,2023-12-08,22,217.43878
SC23,2023-12-08,23,217.43878
SC23,2023-12-09,0,217.43878
SC23,2023-12-09,1,217.43878
SC23,2023-12-09,2,217.43878
SC23,2023-12-09,3,217.43878
SC23,2023-12-09,4,217.43878
SC23,2023-12-09,5,217.43878
SC23,2023-12-09,6,217.43878
SC23,2023-12-09,7,217.43878
SC23,2023-12-09,8,217.43878
SC23,2023-12-09,9,217.43878
SC23,2023-12-09,10,217.43878
SC23,2023-12-09,11,217.43878
SC23,2023-12-09,12,217.43878
SC23,2023-12-09,13,217.43878
SC23,2023-12-09,14,217.43878
SC23,2023-12-09,15,217.43878
SC23,2023-12-09,16,217.43878
SC23,2023-12-09,17,217.43878
SC23,2023-12-09,18,217.43878
SC23,2023-12-09,19,217.43878
SC23,2023-12-09,20,217.43878
SC23,2023-12-09,21,217.43878
SC23,2023-12-09,22,217.43878
SC23,2023-12-09,23,217.43878
SC23,2023-12-10,0,217.43878
SC23,2023-12-10,1,217.43878
SC23,2023-12-10,2,217.43878
SC23,2023-12-10,3,217.43878
SC23,2023-12-10,4,217.43878
SC23,2023-12-10,5,217.43878
SC23,2023-12-10,6,217.43878
SC23,2023-12-10,7,217.43878
SC23,2023-12-10,8,217.43878
SC23,2023-12-10,9,217.43878
SC23,2023-12-10,10,217.43878
SC23,2023-12-10,11,217.43878
SC23,2023-12-10,12,217.43878
SC23,2023-12-10,13,217.43878
SC23,2023-12-10,14,217.43878
SC23,2023-12-10,15,217.43878
SC23,2023-12-10,16,217.43878
SC23,2023-12-10,17,217.43878
SC23,2023-12-10,18,217.43878
SC23,2023-12-10,19,217.43878
SC23,2023-12-10,20,217.43878
SC23,2023-12-10,21,217.43878
SC23,2023-12-10,22,217.43878
SC23,2023-12-10,23,217.43878
SC23,2023-12-11,0,217.43878
SC23,2023-12-11,1,217.43878
SC23,2023-12-11,2,217.43878
SC23,2023-12-11,3,217.43878
SC23,2023-12-11,4,217.43878
SC23,2023-12-11,5,217.43878
SC23,2023-12-11,6,217.43878
SC23,2023-12-11,7,217.43878
SC23,2023-12-11,8,217.43878
SC23,2023-12-11,9,217.43878
SC23,2023-12-11,10,217.43878
SC23,2023-12-11,11,217.43878
SC23,2023-12-11,12,217.43878
SC23,2023-12-11,13,217.43878
SC23,2023-12-11,14,217.43878
SC23,2023-12-11,15,217.43878
SC23,2023-12-11,16,217.43878
SC23,2023-12-11,17,217.43878
SC23,2023-12-11,18,217.43878
SC23,2023-12-11,19,217.43878
SC23,2023-12-11,20,217.43878
SC23,2023-12-11,21,217.43878
SC23,2023-12-11,22,217.43878
SC23,2023-12-11,23,217.43878
SC23,2023-12-12,0,217.43878
SC23,2023-12-12,1,217.43878
SC23,2023-12-12,2,217.43878
SC23,2023-12-12,3,217.43878
SC23,2023-12-12,4,217.43878
SC23,2023-12-12,5,217.43878
SC23,2023-12-12,6,217.43878
SC23,2023-12-12,7,217.43878
SC23,2023-12-12,8,217.43878
SC23,2023-12-12,9,217.43878
SC23,2023-12-12,10,217.43878
SC23,2023-12-12,11,217.43878
SC23,2023-12-12,12,217.43878
SC23,2023-12-12,13,217.43878
SC23,2023-12-12,14,217.43878
SC23,2023-12-12,15,217.43878
SC23,2023-12-12,16,217.43878
SC23,2023-12-12,17,217.43878
SC23,2023-12-12,18,217.43878
SC23,2023-12-12,19,217.43878
SC23,2023-12-12,20,217.43878
SC23,2023-12-12,21,217.43878
SC23,2023-12-12,22,217.43878
SC23,2023-12-12,23,217.43878
SC23,2023-12-13,0,217.43878
SC23,2023-12-13,1,217.43878
SC23,2023-12-13,2,217.43878
SC23,2023-12-13,3,217.43878
SC23,2023-12-13,4,217.43878
SC23,2023-12-13,5,217.43878
SC23,2023-12-13,6,217.43878
SC23,2023-12-13,7,217.43878
SC23,2023-12-13,8,217.43878
SC23,2023-12-13,9,217.43878
SC23,2023-12-13,10,217.43878
SC23,2023-12-13,11,217.43878
SC23,2023-12-13,12,217.43878
SC23,2023-12-13,13,217.43878
SC23,2023-12-13,14,217.43878
SC23,2023-12-13,15,217.43878
SC23,2023-12-13,16,217.43878
SC23,2023-12-13,17,217.43878
SC23,2023-12-13,18,217.43878
SC23,2023-12-13,19,217.43878
SC23,2023-12-13,20,217.43878
SC23,2023-12-13,21,217.43878
SC23,2023-12-13,22,217.43878
SC23,2023-12-13,23,217.43878
SC23,2023-12-14,0,217.43878
SC23,2023-12-14,1,217.43878
SC23,2023-12-14,2,217.43878
SC23,2023-12-14,3,217.43878
SC23,2023-12-14,4,217.43878
SC23,2023-12-14,5,217.43878
SC23,2023-12-14,6,217.43878
SC23,2023-12-14,7,217.43878
SC23,2023-12-14,8,217.43878
SC23,2023-12-14,9,217.43878
SC23,2023-12-14,10,217.43878
SC23,2023-12-14,11,217.43878
SC23,2023-12-14,12,217.43878
SC23,2023-12-14,13,217.43878
SC23,2023-12-14,14,217.43878
SC23,2023-12-14,15,217.43878
SC23,2023-12-14,16,217.43878
SC23,2023-12-14,17,217.43878
SC23,2023-12-14,18,217.43878
SC23,2023-12-14,19,217.43878
SC23,2023-12-14,20,217.43878
SC23,2023-12-14,21,217.43878
SC23,2023-12-14,22,217.43878
SC23,2023-12-14,23,217.43878
SC23,2023-12-15,0,217.43878
SC23,2023-12-15,1,217.43878
SC23,2023-12-15,2,217.43878
SC23,2023-12-15,3,217.43878
SC23,2023-12-15,4,217.43878
SC23,2023-12-15,5,217.43878
SC23,2023-12-15,6,217.43878
SC23,2023-12-15,7,217.43878
SC23,2023-12-15,8,217.43878
SC23,2023-12-15,9,217.43878
SC23,2023-12-15,10,217.43878
SC23,2023-12-15,11,217.43878
SC23,2023-12-15,12,217.43878
SC23,2023-12-15,13,217.43878
SC23,2023-12-15,14,217.43878
SC23,2023-12-15,15,217.43878
SC23,2023-12-15,16,217.43878
SC23,2023-12-15,17,217.43878
SC23,2023-12-15,18,217.43878
SC23,2023-12-15,19,217.43878
SC23,2023-12-15,20,217.43878
SC23,2023-12-15,21,217.43878
SC23,2023-12-15,22,217.43878
SC23,2023-12-15,23,217.43878
SC23,2023-12-16,0,217.43878
SC23,2023-12-16,1,217.43878
SC23,2023-12-16,2,217.43878
SC23,2023-12-16,3,217.43878
SC23,2023-12-16,4,217.43878
SC23,2023-12-16,5,217.43878
SC23,2023-12-16,6,217.43878
SC23,2023-12-16,7,217.43878
SC23,2023-12-16,8,217.43878
SC23,2023-12-16,9,217.43878
SC23,2023-12-16,10,217.43878
SC23,2023-12-16,11,217.43878
SC23,2023-12-16,12,217.43878
SC23,2023-12-16,13,217.43878
SC23,2023-12-16,14,217.43878
SC23,2023-12-16,15,217.43878
SC23,2023-12-16,16,217.43878
SC23,2023-12-16,17,217.43878
SC23,2023-12-16,18,217.43878
SC23,2023-12-16,19,217.43878
SC23,2023-12-16,20,217.43878
SC23,2023-12-16,21,217.43878
SC23,2023-12-16,22,217.43878
SC23,2023-12-16,23,217.43878
SC23,2023-12-17,0,217.43878
SC23,2023-12-17,1,217.43878
SC23,2023-12-17,2,217.43878
SC23,2023-12-17,3,217.43878
SC23,2023-12-17,4,217.43878
SC23,2023-12-17,5,217.43878
SC23,2023-12-17,6,217.43878
SC23,2023-12-17,7,217.43878
SC23,2023-12-17,8,217.43878
SC23,2023-12-17,9,217.43878
SC23,2023-12-17,10,217.43878
SC23,2023-12-17,11,217.43878
SC23,2023-12-17,12,217.43878
SC23,2023-12-17,13,217.43878
SC23,2023-12-17,14,217.43878
SC23,2023-12-17,15,217.43878
SC23,2023-12-17,16,217.43878
SC23,2023-12-17,17,217.43878
SC23,2023-12-17,18,217.43878
SC23,2023-12-17,19,217.43878
SC23,2023-12-17,20,217.43878
SC23,2023-12-17,21,217.43878
SC23,2023-12-17,22,217.43878
SC23,2023-12-17,23,217.43878
SC23,2023-12-18,0,217.43878
SC23,2023-12-18,1,217.43878
SC23,2023-12-18,2,217.43878
SC23,2023-12-18,3,217.43878
SC23,2023-12-18,4,217.43878
SC23,2023-12-18,5,217.43878
SC23,2023-12-18,6,217.43878
SC23,2023-12-18,7,217.43878
SC23,2023-12-18,8,217.43878
SC23,2023-12-18,9,217.43878
SC23,2023-12-18,10,217.43878
SC23,2023-12-18,11,217.43878
SC23,2023-12-18,12,217.43878
SC23,2023-12-18,13,217.43878
SC23,2023-12-18,14,217.43878
SC23,2023-12-18,15,217.43878
SC23,2023-12-18,16,217.43878
SC23,2023-12-18,17,217.43878
SC23,2023-12-18,18,217.43878
SC23,2023-12-18,19,217.43878
SC23,2023-12-18,20,217.43878
SC23,2023-12-18,21,217.43878
SC23,2023-12-18,22,217.43878
SC23,2023-12-18,23,217.43878
SC23,2023-12-19,0,217.43878
SC23,2023-12-19,1,217.43878
SC23,2023-12-19,2,217.43878
SC23,2023-12-19,3,217.43878
SC23,2023-12-19,4,217.43878
SC23,2023-12-19,5,217.43878
SC23,2023-12-19,6,217.43878
SC23,2023-12-19,7,217.43878
SC23,2023-12-19,8,217.43878
SC23,2023-12-19,9,217.43878
SC23,2023-12-19,10,217.43878
SC23,2023-12-19,11,217.43878
SC23,2023-12-19,12,217.43878
SC23,2023-12-19,13,217.43878
SC23,2023-12-19,14,217.43878
SC23,2023-12-19,15,217.43878
SC23,2023-12-19,16,217.43878
SC23,2023-12-19,17,217.43878
SC23,2023-12-19,18,217.43878
SC23,2023-12-19,19,217.43878
SC23,2023-12-19,20,217.43878
SC23,2023-12-19,21,217.43878
SC23,2023-12-19,22,217.43878
SC23,2023-12-19,23,217.43878
SC23,2023-12-20,0,217.43878
SC23,2023-12-20,1,217.43878
SC23,2023-12-20,2,217.43878
SC23,2023-12-20,3,217.43878
SC23,2023-12-20,4,217.43878
SC23,2023-12-20,5,217.43878
SC23,2023-12-20,6,217.43878
SC23,2023-12-20,7,217.43878
SC23,2023-12-20,8,217.43878
SC23,2023-12-20,9,217.43878
SC23,2023-12-20,10,217.43878
SC23,2023-12-20,11,217.43878
SC23,2023-12-20,12,217.43878
SC23,2023-12-20,13,217.43878
SC23,2023-12-20,14,217.43878
SC23,2023-12-20,15,217.43878
SC23,2023-12-20,16,217.43878
SC23,2023-12-20,17,217.43878
SC23,2023-12-20,18,217.43878
SC23,2023-12-20,19,217.43878
SC23,2023-12-20,20,217.43878
SC23,2023-12-20,21,217.43878
SC23,2023-12-20,22,217.43878
SC23,2023-12-20,23,217.43878
SC23,2023-12-21,0,217.43878
SC23,2023-12-21,1,217.43878
SC23,2023-12-21,2,217.43878
SC23,2023-12-21,3,217.43878
SC23,2023-12-21,4,217.43878
SC23,2023-12-21,5,217.43878
SC23,2023-12-21,6,217.43878
SC23,2023-12-21,7,217.43878
SC23,2023-12-21,8,217.43878
SC23,2023-12-21,9,217.43878
SC23,2023-12-21,10,217.43878
SC23,2023-12-21,11,217.43878
SC23,2023-12-21,12,217.43878
SC23,2023-12-21,13,217.43878
SC23,2023-12-21,14,217.43878
SC23,2023-12-21,15,217.43878
SC23,2023-12-21,16,217.43878
SC23,2023-12-21,17,217.43878
SC23,2023-12-21,18,217.43878
SC23,2023-12-21,19,217.43878
SC23,2023-12-21,20,217.43878
SC23,2023-12-21,21,217.43878
SC23,2023-12-21,22,217.43878
SC23,2023-12-21,23,217.43878
SC23,2023-12-22,0,217.43878
SC23,2023-12-22,1,217.43878
SC23,2023-12-22,2,217.43878
SC23,2023-12-22,3,217.43878
SC23,2023-12-22,4,217.43878
SC23,2023-12-22,5,217.43878
SC23,2023-12-22,6,217.43878
SC23,2023-12-22,7,217.43878
SC23,2023-12-22,8,217.43878
SC23,2023-12-22,9,217.43878
SC23,2023-12-22,10,217.43878
SC23,2023-12-22,11,217.43878
SC23,2023-12-22,12,217.43878
SC23,2023-12-22,13,217.43878
SC23,2023-12-22,14,217.43878
SC23,2023-12-22,15,217.43878
SC23,2023-12-22,16,217.43878
SC23,2023-12-22,17,217.43878
SC23,2023-12-22,18,217.43878
SC23,2023-12-22,19,217.43878
SC23,2023-12-22,20,217.43878
SC23,2023-12-22,21,217.43878
SC23,2023-12-22,22,217.43878
SC23,2023-12-22,23,217.43878
SC23,2023-12-23,0,217.43878
SC23,2023-12-23,1,217.43878
SC23,2023-12-23,2,217.43878
SC23,2023-12-23,3,217.43878
SC23,2023-12-23,4,217.43878
SC23,2023-12-23,5,217.43878
SC23,2023-12-23,6,217.43878
SC23,2023-12-23,7,217.43878
SC23,2023-12-23,8,217.43878
SC23,2023-12-23,9,217.43878
SC23,2023-12-23,10,217.43878
SC23,2023-12-23,11,217.43878
SC23,2023-12-23,12,217.43878
SC23,2023-12-23,13,217.43878
SC23,2023-12-23,14,217.43878
SC23,2023-12-23,15,217.43878
SC23,2023-12-23,16,217.43878
SC23,2023-12-23,17,217.43878
SC23,2023-12-23,18,217.43878
SC23,2023-12-23,19,217.43878
SC23,2023-12-23,20,217.43878
SC23,2023-12-23,21,217.43878
SC23,2023-12-23,22,217.43878
SC23,2023-12-23,23,217.43878
SC23,2023-12-24,0,217.43878
SC23,2023-12-24,1,217.43878
SC23,2023-12-24,2,217.43878
SC23,2023-12-24,3,217.43878
SC23,2023-12-24,4,217.43878
SC23,2023-12-24,5,217.43878
SC23,2023-12-24,6,217.43878
SC23,2023-12-24,7,217.43878
SC23,2023-12-24,8,217.43878
SC23,2023-12-24,9,217.43878
SC23,2023-12-24,10,217.43878
SC23,2023-12-24,11,217.43878
SC23,2023-12-24,12,217.43878
SC23,2023-12-24,13,217.43878
SC23,2023-12-24,14,217.43878
SC23,2023-12-24,15,217.43878
SC23,2023-12-24,16,217.43878
SC23,2023-12-24,17,217.43878
SC23,2023-12-24,18,217.43878
SC23,2023-12-24,19,217.43878
SC23,2023-12-24,20,217.43878
SC23,2023-12-24,21,217.43878
SC23,2023-12-24,22,217.43878
SC23,2023-12-24,23,217.43878
SC23,2023-12-25,0,217.43878
SC23,2023-12-25,1,217.43878
SC23,2023-12-25,2,217.43878
SC23,2023-12-25,3,217.43878
SC23,2023-12-25,4,217.43878
SC23,2023-12-25,5,217.43878
SC23,2023-12-25,6,217.43878
SC23,2023-12-25,7,217.43878
SC23,2023-12-25,8,217.43878
SC23,2023-12-25,9,217.43878
SC23,2023-12-25,10,217.43878
SC23,2023-12-25,11,217.43878
SC23,2023-12-25,12,217.43878
SC23,2023-12-25,13,217.43878
SC23,2023-12-25,14,217.43878
SC23,2023-12-25,15,217.43878
SC23,2023-12-25,16,217.43878
SC23,2023-12-25,17,217.43878
SC23,2023-12-25,18,217.43878
SC23,2023-12-25,19,217.43878
SC23,2023-12-25,20,217.43878
SC23,2023-12-25,21,217.43878
SC23,2023-12-25,22,217.43878
SC23,2023-12-25,23,217.43878
SC23,2023-12-26,0,217.43878
SC23,2023-12-26,1,217.43878
SC23,2023-12-26,2,217.43878
SC23,2023-12-26,3,217.43878
SC23,2023-12-26,4,217.43878
SC23,2023-12-26,5,217.43878
SC23,2023-12-26,6,217.43878
SC23,2023-12-26,7,217.43878
SC23,2023-12-26,8,217.43878
SC23,2023-12-26,9,217.43878
SC23,2023-12-26,10,217.43878
SC23,2023-12-26,11,217.43878
SC23,2023-12-26,12,217.43878
SC23,2023-12-26,13,217.43878
SC23,2023-12-26,14,217.43878
SC23,2023-12-26,15,217.43878
SC23,2023-12-26,16,217.43878
SC23,2023-12-26,17,217.43878
SC23,2023-12-26,18,217.43878
SC23,2023-12-26,19,217.43878
SC23,2023-12-26,20,217.43878
SC23,2023-12-26,21,217.43878
SC23,2023-12-26,22,217.43878
SC23,2023-12-26,23,217.43878
SC23,2023-12-27,0,217.43878
SC23,2023-12-27,1,217.43878
SC23,2023-12-27,2,217.43878
SC23,2023-12-27,3,217.43878
SC23,2023-12-27,4,217.43878
SC23,2023-12-27,5,217.43878
SC23,2023-12-27,6,217.43878
SC23,2023-12-27,7,217.43878
SC23,2023-12-27,8,217.43878
SC23,2023-12-27,9,217.43878
SC23,2023-12-27,10,217.43878
SC23,2023-12-27,11,217.43878
SC23,2023-12-27,12,217.43878
SC23,2023-12-27,13,217.43878
SC23,2023-12-27,14,217.43878
SC23,2023-12-27,15,217.43878
SC23,2023-12-27,16,217.43878
SC23,2023-12-27,17,217.43878
SC23,2023-12-27,18,217.43878
SC23,2023-12-27,19,217.43878
SC23,2023-12-27,20,217.43878
SC23,2023-12-27,21,217.43878
SC23,2023-12-27,22,217.43878
SC23,2023-12-27,23,217.43878
SC23,2023-12-28,0,217.43878
SC23,2023-12-28,1,217.43878
SC23,2023-12-28,2,217.43878
SC23,2023-12-28,3,217.43878
SC23,2023-12-28,4,217.43878
SC23,2023-12-28,5,217.43878
SC23,2023-12-28,6,217.43878
SC23,2023-12-28,7,217.43878
SC23,2023-12-28,8,217.43878
SC23,2023-12-28,9,217.43878
SC23,2023-12-28,10,217.43878
SC23,2023-12-28,11,217.43878
SC23,2023-12-28,12,217.43878
SC23,2023-12-28,13,217.43878
SC23,2023-12-28,14,217.43878
SC23,2023-12-28,15,217.43878
SC23,2023-12-28,16,217.43878
SC23,2023-12-28,17,217.43878
SC23,2023-12-28,18,217.43878
SC23,2023-12-28,19,217.43878
SC23,2023-12-28,20,217.43878
SC23,2023-12-28,21,217.43878
SC23,2023-12-28,22,217.43878
SC23,2023-12-28,23,217.43878
SC23,2023-12-29,0,217.43878
SC23,2023-12-29,1,217.43878
SC23,2023-12-29,2,217.43878
SC23,2023-12-29,3,217.43878
SC23,2023-12-29,4,217.43878
SC23,2023-12-29,5,217.43878
SC23,2023-12-29,6,217.43878
SC23,2023-12-29,7,217.43878
SC23,2023-12-29,8,217.43878
SC23,2023-12-29,9,217.43878
SC23,2023-12-29,10,217.43878
SC23,2023-12-29,11,217.43878
SC23,2023-12-29,12,217.43878
SC23,2023-12-29,13,217.43878
SC23,2023-12-29,14,217.43878
SC23,2023-12-29,15,217.43878
SC23,2023-12-29,16,217.43878
SC23,2023-12-29,17,217.43878
SC23,2023-12-29,18,217.43878
SC23,2023-12-29,19,217.43878
SC23,2023-12-29,20,217.43878
SC23,2023-12-29,21,217.43878
SC23,2023-12-29,22,217.43878
SC23,2023-12-29,23,217.43878
SC23,2023-12-30,0,217.43878
SC23,2023-12-30,1,217.43878
SC23,2023-12-30,2,217.43878
SC23,2023-12-30,3,217.43878
SC23,2023-12-30,4,217.43878
SC23,2023-12-30,5,217.43878
SC23,2023-12-30,6,217.43878
SC23,2023-12-30,7,217.43878
SC23,2023-12-30,8,217.43878
SC23,2023-12-30,9,217.43878
SC23,2023-12-30,10,217.43878
SC23,2023-12-30,11,217.43878
SC23,2023-12-30,12,217.43878
SC23,2023-12-30,13,217.43878
SC23,2023-12-30,14,217.43878
SC23,2023-12-30,15,217.43878
SC23,2023-12-30,16,217.43878
SC23,2023-12-30,17,217.43878
SC23,2023-12-30,18,217.43878
SC23,2023-12-30,19,217.43878
SC23,2023-12-30,20,217.43878
SC23,2023-12-30,21,217.43878
SC23,2023-12-30,22,217.43878
SC23,2023-12-30,23,217.43878
SC5,2023-12-01,0,2070.659
SC5,2023-12-01,1,1405.5748
SC5,2023-12-01,2,1519.1869
SC5,2023-12-01,3,1667.5142
SC5,2023-12-01,4,1590.9478
SC5,2023-12-01,5,1549.0133
SC5,2023-12-01,6,1568.6005
SC5,2023-12-01,7,1569.5988
SC5,2023-12-01,8,1557.8047
SC5,2023-12-01,9,1554.7892
SC5,2023-12-01,10,1554.9425
SC5,2023-12-01,11,1552.8734
SC5,2023-12-01,12,1550.8981
SC5,2023-12-01,13,1550.026
SC5,2023-12-01,14,1549.3312
SC5,2023-12-01,15,1548.5974
SC5,2023-12-01,16,1548.0564
SC5,2023-12-01,17,1547.6804
SC5,2023-12-01,18,1547.3687
SC5,2023-12-01,19,1547.1138
SC5,2023-12-01,20,1546.9205
SC5,2023-12-01,21,1546.7711
SC5,2023-12-01,22,1546.6521
SC5,2023-12-01,23,1546.5586
SC5,2023-12-02,0,1546.4865
SC5,2023-12-02,1,1546.4298
SC5,2023-12-02,2,1546.3848
SC5,2023-12-02,3,1546.3496
SC5,2023-12-02,4,1546.3228
SC5,2023-12-02,5,1546.3014
SC5,2023-12-02,6,1546.2845
SC5,2023-12-02,7,1546.2716
SC5,2023-12-02,8,1546.2612
SC5,2023-12-02,9,1546.2529
SC5,2023-12-02,10,1546.2467
SC5,2023-12-02,11,1546.242
SC5,2023-12-02,12,1546.2379
SC5,2023-12-02,13,1546.2346
SC5,2023-12-02,14,1546.2324
SC5,2023-12-02,15,1546.2303
SC5,2023-12-02,16,1546.2291
SC5,2023-12-02,17,1546.228
SC5,2023-12-02,18,1546.2272
SC5,2023-12-02,19,1546.2263
SC5,2023-12-02,20,1546.2258
SC5,2023-12-02,21,1546.2256
SC5,2023-12-02,22,1546.2252
SC5,2023-12-02,23,1546.225
SC5,2023-12-03,0,1546.2246
SC5,2023-12-03,1,1546.2245
SC5,2023-12-03,2,1546.2245
SC5,2023-12-03,3,1546.2244
SC5,2023-12-03,4,1546.2245
SC5,2023-12-03,5,1546.2244
SC5,2023-12-03,6,1546.2244
SC5,2023-12-03,7,1546.2246
SC5,2023-12-03,8,1546.2245
SC5,2023-12-03,9,1546.2241
SC5,2023-12-03,10,1546.2244
SC5,2023-12-03,11,1546.2246
SC5,2023-12-03,12,1546.2244
SC5,2023-12-03,13,1546.2244
SC5,2023-12-03,14,1546.2246
SC5,2023-12-03,15,1546.2245
SC5,2023-12-03,16,1546.2241
SC5,2023-12-03,17,1546.2244
SC5,2023-12-03,18,1546.2246
SC5,2023-12-03,19,1546.2244
SC5,2023-12-03,20,1546.2244
SC5,2023-12-03,21,1546.2246
SC5,2023-12-03,22,1546.2245
SC5,2023-12-03,23,1546.2241
SC5,2023-12-04,0,1546.2244
SC5,2023-12-04,1,1546.2246
SC5,2023-12-04,2,1546.2244
SC5,2023-12-04,3,1546.2244
SC5,2023-12-04,4,1546.2246
SC5,2023-12-04,5,1546.2245
SC5,2023-12-04,6,1546.2241
SC5,2023-12-04,7,1546.2244
SC5,2023-12-04,8,1546.2246
SC5,2023-12-04,9,1546.2244
SC5,2023-12-04,10,1546.2244
SC5,2023-12-04,11,1546.2246
SC5,2023-12-04,12,1546.2245
SC5,2023-12-04,13,1546.2241
SC5,2023-12-04,14,1546.2244
SC5,2023-12-04,15,1546.2246
SC5,2023-12-04,16,1546.2244
SC5,2023-12-04,17,1546.2244
SC5,2023-12-04,18,1546.2246
SC5,2023-12-04,19,1546.2245
SC5,2023-12-04,20,1546.2241
SC5,2023-12-04,21,1546.2244
SC5,2023-12-04,22,1546.2246
SC5,2023-12-04,23,1546.2244
SC5,2023-12-05,0,1546.2244
SC5,2023-12-05,1,1546.2246
SC5,2023-12-05,2,1546.2245
SC5,2023-12-05,3,1546.2241
SC5,2023-12-05,4,1546.2244
SC5,2023-12-05,5,1546.2246
SC5,2023-12-05,6,1546.2244
SC5,2023-12-05,7,1546.2244
SC5,2023-12-05,8,1546.2246
SC5,2023-12-05,9,1546.2245
SC5,2023-12-05,10,1546.2241
SC5,2023-12-05,11,1546.2244
SC5,2023-12-05,12,1546.2246
SC5,2023-12-05,13,1546.2244
SC5,2023-12-05,14,1546.2244
SC5,2023-12-05,15,1546.2246
SC5,2023-12-05,16,1546.2245
SC5,2023-12-05,17,1546.2241
SC5,2023-12-05,18,1546.2244
SC5,2023-12-05,19,1546.2246
SC5,2023-12-05,20,1546.2244
SC5,2023-12-05,21,1546.2244
SC5,2023-12-05,22,1546.2246
SC5,2023-12-05,23,1546.2245
SC5,2023-12-06,0,1546.2241
SC5,2023-12-06,1,1546.2244
SC5,2023-12-06,2,1546.2246
SC5,2023-12-06,3,1546.2244
SC5,2023-12-06,4,1546.2244
SC5,2023-12-06,5,1546.2246
SC5,2023-12-06,6,1546.2245
SC5,2023-12-06,7,1546.2241
SC5,2023-12-06,8,1546.2244
SC5,2023-12-06,9,1546.2246
SC5,2023-12-06,10,1546.2244
SC5,2023-12-06,11,1546.2244
SC5,2023-12-06,12,1546.2246
SC5,2023-12-06,13,1546.2245
SC5,2023-12-06,14,1546.2241
SC5,2023-12-06,15,1546.2244
SC5,2023-12-06,16,1546.2246
SC5,2023-12-06,17,1546.2244
SC5,2023-12-06,18,1546.2244
SC5,2023-12-06,19,1546.2246
SC5,2023-12-06,20,1546.2245
SC5,2023-12-06,21,1546.2241
SC5,2023-12-06,22,1546.2244
SC5,2023-12-06,23,1546.2246
SC5,2023-12-07,0,1546.2244
SC5,2023-12-07,1,1546.2244
SC5,2023-12-07,2,1546.2246
SC5,2023-12-07,3,1546.2245
SC5,2023-12-07,4,1546.2241
SC5,2023-12-07,5,1546.2244
SC5,2023-12-07,6,1546.2246
SC5,2023-12-07,7,1546.2244
SC5,2023-12-07,8,1546.2244
SC5,2023-12-07,9,1546.2246
SC5,2023-12-07,10,1546.2245
SC5,2023-12-07,11,1546.2241
SC5,2023-12-07,12,1546.2244
SC5,2023-12-07,13,1546.2246
SC5,2023-12-07,14,1546.2244
SC5,2023-12-07,15,1546.2244
SC5,2023-12-07,16,1546.2246
SC5,2023-12-07,17,1546.2245
SC5,2023-12-07,18,1546.2241
SC5,2023-12-07,19,1546.2244
SC5,2023-12-07,20,1546.2246
SC5,2023-12-07,21,1546.2244
SC5,2023-12-07,22,1546.2244
SC5,2023-12-07,23,1546.2246
SC5,2023-12-08,0,1546.2245
SC5,2023-12-08,1,1546.2241
SC5,2023-12-08,2,1546.2244
SC5,2023-12-08,3,1546.2246
SC5,2023-12-08,4,1546.2244
SC5,2023-12-08,5,1546.2244
SC5,2023-12-08,6,1546.2246
SC5,2023-12-08,7,1546.2245
SC5,2023-12-08,8,1546.2241
SC5,2023-12-08,9,1546.2244
SC5,2023-12-08,10,1546.2246
SC5,2023-12-08,11,1546.2244
SC5,2023-12-08,12,1546.2244
SC5,2023-12-08,13,1546.2246
SC5,2023-12-08,14,1546.2245
SC5,2023-12-08,15,1546.2241
SC5,2023-12-08,16,1546.2244
SC5,2023-12-08,17,1546.2246
SC5,2023-12-08,18,1546.2244
SC5,2023-12-08,19,1546.2244
SC5,2023-12-08,20,1546.2246
SC5,2023-12-08,21,1546.2245
SC5,2023-12-08,22,1546.2241
SC5,2023-12-08,23,1546.2244
SC5,2023-12-09,0,1546.2246
SC5,2023-12-09,1,1546.2244
SC5,2023-12-09,2,1546.2244
SC5,2023-12-09,3,1546.2246
SC5,2023-12-09,4,1546.2245
SC5,2023-12-09,5,1546.2241
SC5,2023-12-09,6,1546.2244
